spt_id,is_bb,p_audio
1XxRYmDKuABtbtCozx3pA2,0,0.5555555820465088
4QeXQ6EfI0rCsZEoDS7NtF,0,0.5283018946647644
2zfbxpGbjwck72JXOdBonZ,0,0.3076923191547394
7qzTaf38OEZCANIgYAz1sM,0,0.20000000298023224
70eFcWOvlMObDhURTqT4Fv,1,0.6734693646430969
1Qrg8KqiBpW07V7PNxwwwL,1,0.30434781312942505
16Ah4QqH4mgYVXqfC4mdSd,1,0.6734693646430969
2XHzzp1j4IfTNp1FTn7YFg,1,0.7021276354789734
2UVbBKQOdFAekPTRsnkzcf,1,0.4461538791656494
1qA9TnEJ2sUub9QkN9K3Mv,0,0.6557376980781555
1lnPwGXiXnYwUp0Nd6izON,0,0.6557376980781555
48ANRZNlUoBElQztu4hv3I,0,0.6734693646430969
0fgZUSa7D7aVvv3GfO0A1n,1,0.8275862336158752
0dt4CRRsWhEsgkgYNWMsh5,0,0.36000001430511475
1Iq8oo9XkmmvCQiGOfORiz,1,0.5128205418586731
5G9EDMCULzocrXh59ziW2s,0,0.09090909361839294
22vgEDb5hykfaTwLuskFGD,1,0.8333333134651184
0SKbj3NTkGFS76OkFmAw0u,0,0.1764705926179886
0kDUotOdrONmWJGPMyYFh1,0,0.0
5ujS2PWCJsJaMdM7E5AYS1,0,0.4461538791656494
6Up545NUflOiXo8cEraH49,1,0.5283018946647644
2xLOMHjkOK8nzxJ4r6yOKR,1,0.8275862336158752
20ba46kBOIncnWcrUAPyYI,0,0.0
4RYA2iXLysm9tB5RgzFVze,0,0.2777777910232544
3rosTvZ4MAbOAzNbbEp6Ha,0,0.7021276354789734
4pkb8SbRGeHAvdb87v9rpf,1,0.1764705926179886
5Es5pG548uc04wSlpBKlUN,0,0.4461538791656494
1kPpge9JDLpcj15qgrPbYX,1,0.4615384638309479
48GBbQiTSlXX5i0cn3iIiJ,0,0.8269230723381042
7BHEi0cFs6TVNFDvbBrAjz,0,0.6315789222717285
5BdrLgr97sT2gq0oI5fd1c,0,0.38461539149284363
39C3SOi6UMD9rHeXAQPNa9,0,0.6285714507102966
12eMQUn2GzfsfsQLH53M19,1,0.7323943376541138
6HZ9VeI5IRFCNQLXhpF4bq,1,0.5283018946647644
3PntTOqdd3qb6bojI3CVaN,0,0.0
2Z8WuEywRWYTKe1NybPQEW,1,0.75
2BT16kSveTFhwmsdqjWxjm,0,0.10000000149011612
6RRNNciQGZEXnqk8SQ9yv5,1,0.7021276354789734
48RrDBpOSSl1aLVCalGl5C,1,0.7021276354789734
2TZ9kaTiLewawHZK7yylSC,0,0.5283018946647644
7uzmGiiJyRfuViKKK3lVmR,1,0.3076923191547394
32OlwWuMpZ6b0aN2RZOeMS,1,0.75
0OWZFobGSIW9GrSlQ9C5pc,1,0.2777777910232544
5HJquCkq9Ixq0O8y0dAiIW,0,0.20000000298023224
5dVeOUI43XmZ8Pg0CPifW4,0,0.36000001430511475
1Ist6PR2BZR3n2z2Y5R6S1,1,0.6557376980781555
6ZV9wdnLyCWTra8vnVvz09,0,0.4461538791656494
73f2uSzP92RYlXzITudNzv,0,0.30434781312942505
5G2f63n7IPVPPjfNIGih7Q,1,0.1428571492433548
1mKXFLRA179hdOWQBwUk9e,1,0.8333333134651184
0w1uGsI3cjP7xSX97XrvQo,0,0.4461538791656494
6FxC6j3SQlVsnokxxhAxXN,0,0.6285714507102966
5OUSPcqhYTOzpbXzoEvKim,1,0.5128205418586731
3xVZYkcuWalGudeKl861wb,1,0.36000001430511475
7zVCrzzEJU7u24sbJPXA5W,1,0.5128205418586731
3sYBFUXTv0STUoUINx9Qe8,1,0.8275862336158752
5zFglKYiknIxks8geR8rcL,1,0.75
1dekgAFF9uTCqLsklDaCWb,0,0.0
0BCy325UZyR9z0t0uxwn2N,1,0.5283018946647644
7rL602DQps4QmrrjbinLzP,0,0.20000000298023224
3sf3UltkA8AYsYOgpSYP5l,0,0.75
0l0CvurVUrr2w3Jj1hOVFc,1,0.6285714507102966
5Zb6THrh1D6xUXkrrCYan4,0,0.4285714328289032
5DBjfRTOu395Fr5o7RTA0H,0,0.1764705926179886
61waVybdmiALy94UNU5M6s,0,0.6734693646430969
2tpfxAXiI52znho4WE3XFA,1,0.7323943376541138
6Nc5QI0ODERfwrJDZECoe7,0,0.6557376980781555
6fxVffaTuwjgEk5h9QyRjy,1,0.5283018946647644
2TuKKkNajalhwhGPzAqH9m,0,0.5
2ihCaVdNZmnHZWt0fvAM7B,1,0.6557376980781555
4sqK3chS8d96laonwg2xVq,0,0.3076923191547394
0HFoJSIbneK6QWLnPJjML2,0,0.1764705926179886
27tNWlhdAryQY04Gb2ZhUI,1,0.7323943376541138
5NQbUaeTEOGdD6hHcre0dZ,1,0.3461538553237915
1IA65F2uYuqeaEVx0Hjjfe,0,0.09090909361839294
7uokjCoYFxSdgcq53GNWhJ,0,0.4461538791656494
6609cCUb8ayZkTUvkJ03Rm,0,0.5283018946647644
6g6A7qNhTfUgOSH7ROOxTD,1,0.6557376980781555
2EEeOnHehOozLq4aS0n6SL,1,0.7323943376541138
0tgVpDi06FyKpA1z0VMD4v,1,0.6285714507102966
15C4TnrrVdym7UykxQIOTZ,1,0.7021276354789734
5mHdCZtVyb4DcJw8799hZp,1,0.5384615659713745
7hZtfayYQukFySbj746HJL,0,0.4461538791656494
4FlTbvKgYXQQoZcuPMhhyp,0,0.4285714328289032
5YqEzk3C5c3UZ1D5fJUlXA,1,0.5714285969734192
5VSgSktetufsSWNfoscbvq,0,0.0
04HywTwgGtbATUROKD5Ata,0,0.5128205418586731
62aP9fBQKYKxi7PDXwcUAS,1,0.5128205418586731
1j5uMKcBWSaJHFLRCCpCKQ,0,0.36000001430511475
56orvDKaaL0lWllCuTqMED,0,0.6557376980781555
6dyMer5WZ2hpIKNbb9fa1T,0,0.6875
2T0dh7hiBM73mEFwUGSqMQ,0,0.6285714507102966
1gihuPhrLraKYrJMAEONyc,1,0.5833333134651184
2zt7BAfxMaQmuDYebTfqtb,0,0.3076923191547394
7KokYm8cMIXCsGVmUvKtqf,1,0.6557376980781555
5MEYDJVJMaGAXfddTo0D6J,1,0.6734693646430969
6YUTL4dYpB9xZO5qExPf05,1,0.5283018946647644
6V1bu6o1Yo5ZXnsCJU8Ovk,1,0.8333333134651184
1YlOZY3puELE0PgxD1enZo,0,0.7323943376541138
1Rw3HZkVVR0MjEVIH8hgLo,0,0.6734693646430969
41Fflg7qHiVOD6dEPvsCzO,1,0.8269230723381042
18s2VXUFA8RmEPFtkgRJJK,0,0.0
315lUcWQbGT0IH21ukBWlh,0,0.0
2xsAm4w9P3kSF1DophKAiF,1,0.4461538791656494
13yWzrXrEtiAvQzo0ZgHYA,0,0.09090909361839294
2plbrEY59IikOBgBGLjaoe,1,0.4285714328289032
0mBKv9DkYfQHjdMcw2jdyI,0,0.6875
5jQI2r1RdgtuT8S3iG8zFC,1,0.5128205418586731
35BAwUMAhz3P5FTbQRBmZI,0,0.09090909361839294
2LEF1A8DOZ9wRYikWgVlZ8,1,0.6315789222717285
515OfuSUlr2igB70C83M13,0,0.4461538791656494
2iESiCRjb0axMYi1bZkGbi,0,0.6734693646430969
6Ld8WXbMN3g8s5lbmyG0uH,0,0.10000000149011612
3lSDIJ2abCrOdDJ6pshUap,1,0.7323943376541138
36meE3FrlfHJmc1Yi37JQx,0,0.20000000298023224
5nmHl233yo8XJvaNfdKAWU,0,0.3461538553237915
1wjoepBCP3UGg8iOVic3nn,0,0.09090909361839294
7nD9nN3jord9wWcfW3Gkcm,1,0.8269230723381042
1HFfMOxCAT4GAwaPfCdmUs,1,0.625
1DzRqP1kaRcdAbbuA93PFw,0,0.3461538553237915
0ivSICeARK2xi8iRvHeVAd,0,0.36000001430511475
43zdsphuZLzwA9k4DJhU0I,1,0.36000001430511475
5w1vhNA2OEWUQ371QzyMmM,1,0.6734693646430969
5O2P9iiztwhomNh8xkR9lJ,1,0.6875
7e44z4wOjkllaD8eulUeMd,1,0.8333333134651184
4Ce37cRWvM1vIGGynKcs22,0,0.8269230723381042
0M9ydKzuF3oZTfYYPfaGX1,1,0.4461538791656494
3EO58D1YpHnTvBy68gK8HE,1,0.5283018946647644
6dbSBQXCctYSVryynHXaZ4,1,0.75
36pLU2ywVeBKEF0rrKtmCB,1,0.7021276354789734
2gwkD6igEhQbDQegRCcdoB,1,0.4615384638309479
199ay7SDkskvNFylhPPMYU,0,0.5128205418586731
6FZDfxM3a3UCqtzo5pxSLZ,1,0.8275862336158752
7kmljzcVVr6Phj1IL27AVc,0,0.0833333358168602
2k1PUdpVQbeJYSkQm50zLO,0,0.0
4urcG6Nfubqsuqy3juMjBi,1,1.0
4q6dqyGM25sKFU8nYAGRe4,1,0.75
72jFoOulGip53D9qZWMvi2,0,0.3076923191547394
4P0osvTXoSYZZC2n8IFH3c,1,0.75
7lidXGPXPYLNThITAOTlkK,1,0.5555555820465088
3By9IFm4E2BvKQygT04O8g,0,0.7323943376541138
4pCaeoKmsr85fn8THb0Jnc,0,0.6285714507102966
1fXV02Qh6002zRidAcjFOg,0,0.20000000298023224
0VDmMjl5LuQUaMGdSCesnt,0,0.5384615659713745
7vu0JkJh0ldukEYbTVcqd0,1,0.75
7qiZfU4dY1lWllzX7mPBI3,1,0.8269230723381042
4iZ4pt7kvcaH6Yo8UoZ4s2,1,0.6734693646430969
4E63weMCaNZuGPEFMnuEi8,1,0.6734693646430969
7MGCdXA9hghopcTiSmYFus,0,0.0
4kbj5MwxO1bq9wjT5g9HaA,1,0.4615384638309479
2toVe5hfuIi97ytDPDbQFt,1,0.8333333134651184
51mwvxRXUktJYBXqq9uXuo,0,0.6285714507102966
0fYVliAYKHuPmECRs1pbRf,1,0.09090909361839294
2y4lAQpi5VTNLu2ldeTdUH,1,0.6875
2Yl4OmDby9iitgNWZPwxkd,1,1.0
2ljBzSWN7BhubXwqbdtE8e,0,0.0
2wSTnntOPRi7aQneobFtU4,1,0.8269230723381042
5eCkuGPZNl4mISFNPgr3Dd,1,0.5283018946647644
3xbxh3LW9v6E3wn1AwUJfe,0,0.30434781312942505
0yPWj2trBQazAUasaLmqbU,0,0.1428571492433548
0RdeBuehFZDqizsfbFQxUi,0,0.2777777910232544
2T23r4De9TGsNRF4u7tU8p,0,0.6557376980781555
18XfhVkjMrvih7OywxBeOz,0,0.09090909361839294
12N5hUETprhgb2zeWAzUkS,0,0.6557376980781555
2uXlHCUbq9OMUwx3hrk06o,1,0.4461538791656494
5YEOzOojehCqxGQCcQiyR4,1,0.3076923191547394
22mek4IiqubGD9ctzxc69s,1,0.5
6hkjKixSrlQurLqgc9RSGx,0,0.5283018946647644
5ho8oss55EBoevEvhlrCo2,0,0.0
1xzBco0xcoJEDXktl7Jxrr,1,0.5833333134651184
6to111eRsvoClVL7d9BRfa,0,0.3076923191547394
4C6Uex2ILwJi9sZXRdmqXp,1,0.4461538791656494
1diS6nkxMQc3wwC4G1j0bh,1,0.7021276354789734
2pIkKOkz4HiXNza1xfSBEo,0,0.3333333432674408
3BEG90ffpOk0TO8PTEA4AT,0,0.3076923191547394
1rDVaaK71S83I9cpQR2aKl,0,0.0
7d4CKDt1av9NE0be9bugWW,0,0.0
63gUTDYyGuFbNdpJmMMX9I,0,0.3076923191547394
6eBpGavikKcTF89k0qfw0P,0,0.0833333358168602
4Pdaly89XS1AQV1QARV0yK,0,0.36000001430511475
3g7srauXB5IBwGV0menlIB,0,0.20000000298023224
6r0ZHBrnN30QZiO2r5vc5i,0,0.09090909361839294
5mueyPaJsGl0bGiZSu1z0e,0,0.625
5rQ99yGrZePB0cfdhP2yTi,0,0.36000001430511475
2QZ7WLBE8h2y1Y5Fb8RYbH,1,0.7323943376541138
6E11E0lT5Zy7yb6iT3y8DN,1,0.7021276354789734
1wfZdPy5FRWsdWaAEOG0Ml,0,0.3461538553237915
76hfruVvmfQbw0eYn1nmeC,1,0.8269230723381042
3QaPy1KgI7nu9FJEQUgn6h,1,0.3333333432674408
0sHc1EEeOnmgjP6QmsR7px,0,0.7323943376541138
07MDkzWARZaLEdKxo6yArG,1,0.625
5O5OavctuO9wnt7smmAQku,0,0.6285714507102966
6BORJ0ZazxMBpM3cWg79Id,0,0.0
2kalDCDKHDOCGoawOg9xIo,0,0.4615384638309479
12K4heaHk5aHqb2LDv8gC1,0,0.5128205418586731
4hPpVbbakQNv8YTHYaOJP4,0,0.7323943376541138
5CXnIPD6rTjszYYQm6fY2P,1,0.5283018946647644
5oIVNm56t6OIf9ZjdEG3ud,0,0.3076923191547394
5UfuygJfTKp2dGtWDWOLvg,0,0.4000000059604645
6s9ICeczYOfbHHIaSMq9jd,1,0.5283018946647644
0V3wPSX9ygBnCm8psDIegu,1,0.6557376980781555
1VjaZbooaWkntfBLoH6Tb8,0,0.8333333134651184
5UXiVaP9ngjUGyj32SeOy7,0,0.7323943376541138
1qEmFfgcLObUfQm0j1W2CK,1,0.6734693646430969
7IYZNVEseDwrWbKe1n0X4j,0,0.5555555820465088
4NWctT5ACNTPJadWyJKSWo,0,0.7323943376541138
37BzQ6nCVvtjtRN0142zge,0,0.5384615659713745
4mtmmBBEgdJLYWnLy5zvWE,1,0.5384615659713745
5FljCWR0cys07PQ9277GTz,1,0.6557376980781555
2E43WFS4rRc09za2r2GmZl,1,0.4461538791656494
2K87XMYnUMqLcX3zvtAF4G,1,0.6875
76VtA90NKurNqaQpV126Ue,1,0.6285714507102966
0E0xCeOBQRSkbABuLVOR4F,0,0.7323943376541138
29SvTTSIa1hdulOzztjBDw,0,0.3333333432674408
7dJYggqjKo71KI9sLzqCs8,1,0.6734693646430969
00PmVuzpGbFDLVZbPhPEUT,0,0.7021276354789734
58w5J5yNWeGZ7a4cM1rO7Y,1,0.7021276354789734
32l3HV3vwkoVjagjLGdJll,0,0.36000001430511475
6PCUP3dWmTjcTtXY02oFdT,1,0.5833333134651184
0h6X7BCq7IYKHNoXln3LX3,0,0.0
6vQzDYRYwVv3YQIaeMmT7N,0,0.1428571492433548
34yAAS72vZUXvsQPHGZexE,0,0.6285714507102966
629DixmZGHc7ILtEntuiWE,1,0.10000000149011612
29JrmE89KgRyCxBIzq2Ocw,1,0.8888888955116272
1X1DWw2pcNZ8zSub3uhlNz,1,0.3461538553237915
6fm1wV6DlN5d7C3UC5hdOX,0,0.36000001430511475
4eWQlBRaTjPPUlzacqEeoQ,1,0.7323943376541138
66t7utfP4M3sQJX0fw81q4,0,0.3333333432674408
0AgeQpRVvKKHQr5RxImIA3,0,0.0
0WNfQxDGaPTl0yogcMR5v1,1,0.6875
4qwSAMwROvCd8QMCwZl7GO,0,0.36000001430511475
1ebc9N7CRDuLAyoPKYbAPx,0,0.1428571492433548
1OFgEELgwfTOt3WcBuOPxk,0,0.6557376980781555
6wf7Yu7cxBSPrRlWeSeK0Q,1,0.3333333432674408
3Vr3zh0r7ALn8VLqCiRR10,1,0.6285714507102966
4fouWK6XVHhzl78KzQ1UjL,1,0.6285714507102966
5fC5FVZx30t7ZMGdcdyigc,0,0.0
62PaSfnXSMyLshYJrlTuL3,1,0.4285714328289032
3Cmk8tpw16p5KKnvN1HTgB,0,0.3461538553237915
3BxsBcF3pnwOq69VZuEI5N,0,0.3076923191547394
4MQfntyMKsALV9J4ht9BEq,0,0.6285714507102966
7wHyS43lEqEMFxAjTcpARd,0,0.4461538791656494
0SuLAslEMFZAXf0SwY7syi,1,0.75
6O33G75ykzQi3JZfQByc3t,0,0.5283018946647644
588MPhMBqTP1IdOYPRGmZW,0,0.30434781312942505
76cy1WJvNGJTj78UqeA5zr,1,1.0
13ZsCa2muiXhSgfz4J1LDg,0,0.5
4VVfzoh8MuGWLIpcF8vB1O,0,0.4461538791656494
72GVdRHK49beKrC1NqRCqj,1,0.75
4lDOGXgNqQZqEPA9nonR6t,0,0.30434781312942505
1o1Pny4JcE3LdUBeBedbm6,1,0.75
2DbDefRFJ5YOfXCKOeCJJh,0,0.6734693646430969
7o1Pm9jpH0wFpN5g793Lnq,1,0.6875
6vIi1fDLoB0cXdUqcZ6QRi,0,0.1764705926179886
6i0V12jOa3mr6uu4WYhUBr,1,0.5714285969734192
4PMqSO5qyjpvzhlLI5GnID,1,0.5283018946647644
1LJHaEviO17R5ayPKb0Qb6,0,0.3333333432674408
5cF0dROlMOK5uNZtivgu50,1,0.8269230723381042
19kUPdKTp85q9RZNwaXM15,1,0.6557376980781555
2KYRuoSR708PWRDaj2SZaa,0,0.10000000149011612
1gtujMFECzLtqLO7WdN1s5,0,0.3571428656578064
2uvkKq5fVKoI8AMUyB7Lt8,0,0.5283018946647644
1p80LdxRV74UKvL8gnD7ky,1,1.0
3Vo4wInECJQuz9BIBMOu8i,1,0.6875
1eUvaf8Z4P2kU6flnFIzzD,0,0.2777777910232544
4e6ZN0EcEqYx74BTC5xQzy,1,0.5128205418586731
7oGZAicScQt96OAW4AruYy,1,1.0
79R3qLqdbwUSYWX4cEOpbJ,0,0.6734693646430969
7c1Gt8oLIsVgKHnekswmw2,0,0.0833333358168602
05SBRd4fXgn8FX7bf8BCAE,1,0.6734693646430969
1eQZUmC4ZBYHvOOyl1JkN5,0,0.3076923191547394
0hL8yBivUahlm1rhQ1a0Xx,0,0.5128205418586731
21QQ5b9PP7GnWl2GI98kjD,0,0.0
0bILU0UiNDmA5Ff6whhb2R,1,0.5128205418586731
2ig2xQfH9n76wdgAipnD5i,0,0.8275862336158752
5QYATXoAhM9FsBv9ZdbQ4i,0,0.3461538553237915
2aQwdBWk4vSPWk1Csgtzdo,0,0.6734693646430969
6LoQHIo74tOzQ8EsLEkhgF,1,0.7021276354789734
25CA8QVJQrh5R05UUCaODM,1,0.6875
4V8UAYs096q62PGVQuudbw,0,0.8275862336158752
3ON6Y6KAlNjOyj4wEquCRz,0,0.6557376980781555
4XNrMwGx1SqP01sqkGTDmo,1,0.75
32XaqPVTVkkuOiOPQZ3SpA,0,0.1428571492433548
5g3h8gCrJwDABVoDZl69yt,0,0.0
6uHcXmNcm6qU1h5yVKTY58,0,0.8888888955116272
1KxwZYyzWNyZSRyErj2ojT,1,0.4615384638309479
1WbYFNSUNn9fP1x0Z5DU95,0,0.4285714328289032
1TwLKNsCnhi1HxbIi4bAW0,1,0.6734693646430969
6Uy6K3KdmUdAfelUp0SeXn,1,0.6557376980781555
4kZlcEXnP90soPZLc85aBK,0,0.30434781312942505
07KXEDMj78x68D884wgVEm,1,0.8333333134651184
3LlAyCYU26dvFZBDUIMb7a,1,0.4461538791656494
24LS4lQShWyixJ0ZrJXfJ5,1,0.5283018946647644
6I3mqTwhRpn34SLVafSH7G,1,0.5128205418586731
65cv0OI9HmwR4EmN6CWucM,0,0.3461538553237915
1tyfx8Ia1nTgpujgKFugss,0,0.0
5e1F4YZGMOWg8ROXZyJfAA,0,0.2777777910232544
3FBisbTYZcpmPPAjnXE7w9,0,0.5555555820465088
75lo8VozcCLRG9WGG674iD,1,0.6557376980781555
4jL6WWKFDqCOPo2hC3VhSS,1,0.3461538553237915
1BllALFzMck8VAezqbpoKV,0,0.38461539149284363
0Dsga1306uOFIDpEoIUsCq,0,0.5283018946647644
0dIoGTQXDh1wVnhIiSyYEa,1,0.6557376980781555
71QRhIccCmaxuDInqIO5xq,0,0.0
16wAOAZ2OkqoIDN7TpChjR,1,0.7021276354789734
2QsgqAZ4SwuipP30znNeof,0,0.1428571492433548
2z1LgCApxLsaB5SNgJTGzX,0,0.3571428656578064
3d32X1JXSXTH32lyK20SkS,0,0.20000000298023224
1XRgIKC5TPwo7nWGyKqgG0,1,1.0
6FB3v4YcR57y4tXFcdxI1E,1,0.6557376980781555
3zHq9ouUJQFQRf3cm1rRLu,1,0.3076923191547394
3oiMJQAWVaxSubJ7b2VUtX,1,0.8275862336158752
6315XlIxnHKvQGA4zpusuV,0,0.0
7jP7iCJ1cXVXYHWIkYtP6d,0,0.4615384638309479
0iWFz0Q5Qha9bx325ocFWq,0,0.7021276354789734
65y06cXpmPD1N9NLhy1Akj,0,0.5128205418586731
6Swa2wkTqv5AzmeptAdn4d,0,0.09090909361839294
0PuUfJ1DgkMCJOeubtz8AA,0,0.6285714507102966
35ovElsgyAtQwYPYnZJECg,1,0.5283018946647644
2QjOHCTQ1Jl3zawyYOpxh6,1,0.1764705926179886
78OdP5DHibfC0n3W9mGxY1,0,0.4615384638309479
0TBgMKD86t1VP3IzhxCoUl,1,0.4461538791656494
6aSwH4whSmRnIZGwjXZS4C,0,0.6557376980781555
4Xx0J00u90QvnG3rwz4Itp,0,0.5
5Oa4jjIe7d4tGsXevIQdrK,0,0.6734693646430969
1DbZAffh8GGwW41Q3AU8iC,1,0.6285714507102966
6I6JOi3mf6q68dE7JxzYUC,0,0.30434781312942505
6JjPBQfI2Y8nIjnm65X6Pw,1,0.8888888955116272
4bsVr6YLbGDzERo8yVCJue,0,0.0
0PvFJmanyNQMseIFrU708S,1,0.75
5MwIGPDKeDb7SpblcaQP6O,1,0.8269230723381042
3vuRYeE3ZV3FbwH6FwgaxJ,0,0.2777777910232544
7K5dzhGda2vRTaAWYI3hrb,1,0.75
4W9XGjEUVG9junR70FOLii,0,0.8269230723381042
6n4U3TlzUGhdSFbUUhTvLP,1,0.8333333134651184
4l0RmWt52FxpVxMNni6i63,1,0.5283018946647644
7MS7rMHWqV5FY0Z7hhpZJh,0,0.0
2hrUO4drrO63i7FYbCLBl2,1,0.6315789222717285
3eQlGeyuSibgAGPEJugaDW,1,0.6734693646430969
6t6oULCRS6hnI7rm0h5gwl,1,0.6734693646430969
6c6WmIHcHlhccEwSFBhzNa,1,0.75
4qikXelSRKvoCqFcHLB2H2,1,0.3076923191547394
7vjfnsnDXZGK4PSq54ISjc,0,0.6875
4xhsWYTOGcal8zt0J161CU,1,0.7323943376541138
1PSBzsahR2AKwLJgx8ehBj,1,0.7323943376541138
6R1ArLLvqPvS3AHg9YgmrQ,0,0.6285714507102966
5tz69p7tJuGPeMGwNTxYuV,1,0.5128205418586731
6EDO9iiTtwNv6waLwa1UUq,1,0.8275862336158752
0heNuib4Sav7wTa7WgpQ49,0,0.1764705926179886
56IU0nuwzC9IKvVuOy1seD,0,0.4461538791656494
1F1qLs8bVuxjI5kE8xOazm,0,0.1764705926179886
40YcuQysJ0KlGQTeGUosTC,1,0.75
0lYBSQXN6rCTvUZvg9S0lU,1,0.6875
2GGMabyHXnJmjY6CXhhB2e,1,0.7021276354789734
60ynsPSSKe6O3sfwRnIBRf,1,0.6285714507102966
6DEaND0SHv3sC11xobZLiy,1,0.6285714507102966
3OzCF9i6Ey7EkkAYJztmKp,1,0.7323943376541138
3j84U36KvLeXNDPv4t5pI8,1,0.5
09IStsImFySgyp0pIQdqAc,1,0.8269230723381042
0Y1MWB026LYxGvhq4EcMiC,1,0.38461539149284363
07kMiv6UkKywlCVimdpxUx,0,0.0833333358168602
5a7NdkF09AfD0H607eiOkX,1,0.7323943376541138
0UAB340gAcSMk3r0a8PTag,0,0.5384615659713745
5S9lfZu1YF8xKkgSsqL2Bd,1,0.38461539149284363
4iQFfCO7ATDe8JizP5QKIM,0,0.0
2ekn2ttSfGqwhhate0LSR0,1,0.7021276354789734
7qCAVkHWZkF44OzOUKf8Cr,1,0.7021276354789734
1rUQmXEy41tXwHIKFECNTa,1,0.7323943376541138
0U3U2BbtXbgPscRIaGWLtJ,0,0.0
6pw1Wu2oPMWzn4oJ4Ppopu,0,0.6734693646430969
5VgYeY1uWRuHRPIt0uz4iA,0,0.7323943376541138
37jTPJgwCCmIGMPB45jrPV,1,0.4461538791656494
2PnOCPd9oZhbLGSzzFf8Ba,0,0.0
0WbMK4wrZ1wFSty9F7FCgu,1,0.7323943376541138
3rmo8F54jFF8OgYsqTxm5d,1,0.6285714507102966
0am001WwFBVGDGLwRh3ixi,1,0.75
6K7tbjweliRGJ2rMT7Aesy,0,0.6315789222717285
1rfofaqEpACxVEHIZBJe6W,1,0.8275862336158752
3NSmC1EQKOdUe6KhMrDDk5,0,0.6557376980781555
1WkMMavIMc4JZ8cfMmxHkI,1,0.7323943376541138
6dOtVTDdiauQNBQEDOtlAB,1,0.0833333358168602
