,name,artist,spotify_id,release_date,genres
895,More Than My Hometown,Morgan Wallen,5OELUCYgOHKFAvCERnAvfS,2021-01-08,['country']
896,Lovin' on You,Luke Combs,0nYvjcSlCgjcwogQAwIwNp,2019-11-08,['country']
897,Said Sum,Moneybagg Yo,3sKz6Sd72K0ofPWcJPPk6H,2020-09-18,['memphis rap']
898,Slide,H.E.R.,6MO2bfLHKykUgCChFdw91H,2020-01-17,['r&b']
899,Walk Em Down,NLE Choppa,1Z0cZI0UzNbP9L8MzzGxqf,2020-08-07,[]
900,Levitating,Dua Lipa,5nujrmhLynf4yMoMtj8AQF,2020-03-27,['pop']
901,Save Your Tears,The Weeknd & Ariana Grande,1oFAF1hdPOickyHgbuRjyX,2020-03-20,[]
902,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,[]
903,Mood,24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,2021-03-26,[]
904,Good 4 U,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,2021-05-21,[]
905,Kiss Me More,Doja Cat,3DarAbFujv6eYNliUTyqtz,2021-06-25,[]
906,Leave the Door Open,Silk Sonic & Bruno Mars & Anderson .Paak,02VBYrHfVwfEWXk5DXyf0T,2021-11-11,[]
907,Drivers License,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,2021-05-21,[]
908,Montero (Call Me by Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,2021-09-17,[]
909,Peaches,Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,2021-03-19,[]
910,Butter,BTS,6jjYDGxVJsWS0a5wlVF5vS,2022-06-10,['k-pop']
911,Stay,The Kid Laroi & Justin Bieber,5HCyWlXZPP0y6Gqq8TgA20,2021-07-09,[]
912,Deja Vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,2021-05-21,[]
913,Positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,2020-10-30,['pop']
914,Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d,2021-10-25,['soft pop']
915,Heat Waves,Glass Animals,3USxtqRwSYz57Ewm6wWRMp,2020-08-07,[]
916,Without You,The Kid Laroi,1KMkcUvF7m3SDChDOa7i5L,2021-07-27,[]
917,Forever After All,Luke Combs,6IBcOGPsniK3Pso1wHIhew,2020-10-23,['country']
918,Go Crazy,Chris Brown & Young Thug,1IIKrJVP1C9N7iPtG6eOsK,2020-05-08,['r&b']
919,Astronaut in the Ocean,Masked Wolf,3Ofmpyhv5UAQ70mENzB277,2021-01-06,[]
920,34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,2020-10-30,['pop']
921,What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y,2020-07-03,"['brooklyn drill', 'drill', 'new york drill']"
922,My Ex's Best Friend,Machine Gun Kelly,7kDUspsoYfLkWnZR7qwHZl,2020-09-25,[]
923,Industry Baby,Lil Nas X & Jack Harlow,5Z9KJZvQzH6PFmb8SNkxuk,2021-09-17,[]
924,Therefore I Am,Billie Eilish,20R4HfKloPKgXDqU7UKk3x,2021-07-30,[]
925,Up,Cardi B,1M4OcYkxAtu3ErzSgDEfoi,2021-02-04,[]
926,Fancy Like,Walker Hayes,58UKC45GPNTflCN6nwCUeF,2022-01-21,['country']
927,Dakiti,Bad Bunny & Jhay Cortez,47EiUVwUp4C9fGccaPuUCS,2020-10-30,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
928,Best Friend,Saweetie,20BOju91NaEFK5Py4VJ2pp,2021-04-23,[]
929,Rapstar,Polo G,18vXApRmJSgQ6wG2ll9AOg,2021-06-11,[]
930,Heartbreak Anniversary,Giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,2020-03-27,['r&b']
931,For the Night,Pop Smoke,0PvFJmanyNQMseIFrU708S,2020-07-03,"['brooklyn drill', 'drill', 'new york drill']"
932,Calling My Phone,Lil Tjay & 6lack,3J8EOeKLTLXORtWPpOU5bE,2021-04-02,"['brooklyn drill', 'melodic rap']"
933,Beautiful Mistakes,Maroon 5,5zFglKYiknIxks8geR8rcL,2021-06-11,['pop']
934,Holy,Justin Bieber,5u1n1kITHCxxp8twBcZxWy,2020-09-18,[]
935,On Me,Lil Baby,12Fkyg9lpmaz2zmKOfw2Y2,2019-09-06,[]
936,You Broke Me First,Tate McRae,4l0RmWt52FxpVxMNni6i63,2021-03-26,[]
937,Traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,2021-05-21,[]
938,Back in Blood,Pooh Shiesty,7FGdjbZ32vMybPuP0IuE7d,2021-02-05,['memphis rap']
939,I Hope,Gabby Barrett,5cYFwgA5dHoqR3xGnlr9ew,2020-06-19,['country']
940,Dynamite,BTS,5QDLhrAOJJdNAmCTJ8xMyW,2020-11-20,['k-pop']
941,Wockesha,Moneybagg Yo,0nqhKXDjsyBMvbeWmgijD0,2021-04-23,['memphis rap']
942,You Right,Doja Cat & the Weeknd,0k4d5YPDr1r7FX77VdqWez,2021-06-25,[]
943,Beat Box 2,SpotemGottem & SpotemGottem,3fHNHBb2eGLahIvoVa19zq,2020-12-18,[]
944,Laugh Now Cry Later,Drake,2SAqBLGA283SUiwJ3xOUVI,2020-08-14,['rap']
945,Need to Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,2021-06-25,[]
946,Wants and Needs,Drake,65OVbaJR5O1RmwOQx0875b,2021-03-05,['rap']
947,Way 2 Sexy,Drake,0k1WUmIRnG3xU6fvvDVfRG,2021-09-03,['rap']
948,Telepatía,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B,2020-12-04,[]
949,Whoopty,CJ,1t9WgS8FN0534tLBRwbaxO,2021-02-19,['dembow']
950,Lemonade,Internet Money & Gunna,1p0rEzrK7YtdRZVtiyV7RN,2020-08-28,[]
951,Good Days,SZA,4PMqSO5qyjpvzhlLI5GnID,2022-12-09,['r&b']
952,Starting Over,Chris Stapleton,3K07bGe8iljQ3mOKArHLDo,2020-11-13,['country']
953,Body,Megan Thee Stallion,0A1hoCfMLkiAgvhWkkucJa,2020-11-20,[]
954,Willow,Taylor Swift,0lx2cLdOt3piJbcaXIV74f,2020-12-11,[]
955,Bang!,AJR,2I2AqFb0f9UNnolWc2MafC,2021-03-26,[]
956,Better Together,Luke Combs,6gdLyYNuhWBzqwlOFSsXC7,2019-11-08,['country']
957,You're Mines Still,Yung Bleu,6tiKwZppNjrls8RsPQwK6r,2021-07-23,[]
958,Every Chance I Get,DJ Khaled,1EJIcDYXwSqipW5dFe4uJz,2021-04-30,[]
959,Essence,Wizkid,5FG7Tl93LdH117jEKYl3Cm,2020-10-29,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'afroswing', 'afropiano']"
960,Chasing After You,Ryan Hurd & Maren Morris,1ZIKpMTRPqhwAoVXWY3tXI,2021-02-12,['country']
961,The Good Ones,Gabby Barrett,3hLuHKzG1cmlRpq53ZVWd8,2020-06-19,['country']
962,Leave Before You Love Me,Marshmello & Jonas Brothers,4qu63nuBpdn0qHUHuObEj1,2021-05-21,['edm']
963,Glad You Exist,Dan + Shay,472vIK1ldetTxRxG3ovaiY,2021-02-05,['country']
964,Lonely,Justin Bieber & Benny Blanco,3S8jK1mGzQi24ilFb45DAZ,2021-03-19,[]
965,Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,2017-12-08,[]
966,Streets,Doja Cat,60ynsPSSKe6O3sfwRnIBRf,2019-11-07,[]
967,What's Next,Drake,3aQem4jVGdhtg116TmJnHz,2021-03-05,['rap']
968,Famous Friends,Chris Young & Kane Brown,4iXDn9pu5Q9sxv45vE8Lak,2020-11-20,"['country', 'acoustic country']"
969,Lil Bit,Nelly & Florida Georgia Line,33aow0AcXYvT1FoWNzMcqN,2021-08-27,[]
970,Thot Shit,Megan Thee Stallion,7FdmHr87G79PDRGy9SPBkZ,2021-10-29,[]
971,Late at Night,Roddy Ricch,6kksmL4t09IgxhajuVDDxR,2021-12-17,['melodic rap']
972,Kings & Queens,Ava Max,7a53HqqArd4b9NF4XAmlbI,2020-09-18,[]
973,Anyone,Justin Bieber,31qCy5ZaophVA81wtlwLc4,2021-01-01,[]
974,Track Star,Mooski,5hChuUMe5iHfjkXgzj1D4b,2021-02-09,[]
975,Time Today,Moneybagg Yo,0YrKSfpvflYnLSBd4Jtu6J,2021-04-23,['memphis rap']
976,Cry Baby,Megan Thee Stallion,4aarlAfLKVCTxUDNgbwhjH,2020-11-20,[]
977,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,1994-10-28,['christmas']
978,No More Parties,Coi Leray,3R6wLBD4oU6op8L4YfMho9,2021-01-22,[]
979,What's Your Country Song,Thomas Rhett,4oR2cCQGs0Yt0Mgr2diV6V,2021-04-30,"['country', 'acoustic country', 'pop country']"
980,One Too Many,Keith Urban & Pink,5NUXE8W12lWcUXgJRCjeEw,2020-09-16,['country']
981,Arcade,Duncan Laurence,1J14CdDAvBTE1AJYUOwl6C,2020-11-12,[]
982,Yonaguni,Bad Bunny,2JPLbjOn0wPCngEot2STUS,2021-06-04,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
983,Good Time,Niko Moon,2S8UMuLJ0z8agFgFGJ6Ztt,2021-08-27,['country']
984,If I Didn't Love You,Jason Aldean & Carrie Underwood,7IYoh1u7dFM1xIWSEYd5B8,2021-11-12,"['country', 'acoustic country']"
985,Knife Talk,Drake,2BcMwX1MPV6ZHP4tUT9uq6,2021-09-03,['rap']
986,POV,Ariana Grande,3UoULw70kMsiVXxW0L3A33,2020-10-30,['pop']
987,Just the Way,Parmalee & Blanco Brown,4h5OVQQbeqw3lNaFIbmlzG,2021-07-30,['country']
988,Take My Breath,The Weeknd,2vgUijXOTRMnWXDtvgMp2b,2022-01-06,[]
989,We're Good,Dua Lipa,1diS6nkxMQc3wwC4G1j0bh,2021-02-11,['pop']
990,Hell of a View,Eric Church,4mXGooManGPH6xAWRAtRJU,2021-04-23,"['country', 'acoustic country']"
991,Rockin' Around the Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,1964-10-19,['christmas']
992,Put Your Records On,Ritt Momney,6AGOKlMZWLCaEJGnaROtF9,2020-04-24,['bedroom pop']
993,Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,2021-07-30,[]
994,Single Saturday Night,Cole Swindell,6LnIxE8CqkK7faQV76nEHS,2022-04-08,"['country', 'acoustic country']"
995,Things a Man Oughta Know,Lainey Wilson,3S0sk6DSTgesXsUSAEHNr5,2021-02-19,['country']
996,Throat Baby (Go Baby),BRS Kash,15C4TnrrVdym7UykxQIOTZ,2021-01-21,[]
997,Tombstone,Rod Wave,3zc8VZEpM1onYV4FWGdFvm,2021-03-26,[]
998,Drinkin' Beer. Talkin' God. Amen.,Chase Rice,0rOVgtieEk5SoypbulRiKI,2021-05-28,"['country', 'acoustic country']"
999,Todo de Ti,Rauw Alejandro,3rdAz1fbUfZxYgaCviYhRo,2021-12-10,"['reggaeton', 'urbano latino', 'trap latino', 'latin']"
1000,Heat Waves,Glass Animals,3USxtqRwSYz57Ewm6wWRMp,2020-08-07,[]
1001,As It Was,Harry Styles,4Dvkj6JhhA12EX05fT7y2e,2022-05-20,[]
1002,Stay,The Kid Laroi & Justin Bieber,5HCyWlXZPP0y6Gqq8TgA20,2021-07-09,[]
1003,Easy on Me,Adele,46IZ0fSY2mpAiktS3KOqds,2021-11-19,['soft pop']
1004,Shivers,Ed Sheeran,50nfwKoDiSYg8zOCREWAm5,2021-10-25,['soft pop']
1005,First Class,Jack Harlow,0wHFktze2PHC5jDt3B17DC,2022-05-06,[]
1006,Big Energy,Latto,4pi1G1x8tl9VfdD9bL3maT,2022-03-25,[]
1007,Ghost,Justin Bieber,6I3mqTwhRpn34SLVafSH7G,2021-03-19,[]
1008,Super Gremlin,Kodak Black,4A8cWXxKfIL3lAyUDzXbCF,2021-10-30,[]
1009,Cold Heart (Pnau Remix),Elton John & Dua Lipa,6zSpb8dQRaw0M1dK8PBwQz,2021-08-13,[]
1010,Wait for U,Future,59nOXPmaKlBfGMDeOVGrIK,2022-04-29,['rap']
1011,About Damn Time,Lizzo,6HMtHNpW6YPi1hrw9tgF8P,2022-07-15,[]
1012,Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d,2021-10-25,['soft pop']
1013,Thats What I Want,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,2021-09-17,[]
1014,Enemy,Imagine Dragons & JID,3CIyK1V4JEJkg02E4EJnDl,2022-07-01,[]
1015,Industry Baby,Lil Nas X & Jack Harlow,5Z9KJZvQzH6PFmb8SNkxuk,2021-09-17,[]
1016,ABCDEFU,Gayle,4fouWK6XVHhzl78KzQ1UjL,2021-08-13,[]
1017,Need to Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,2021-06-25,[]
1018,Wasted on You,Morgan Wallen,3cBsEDNhFI9E82vPj3kvi3,2021-01-08,['country']
1019,Me Porto Bonito,Bad Bunny & Chencho Corleone,6Sq7ltF9Qa7SNFBsV5Cogx,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
1020,Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,2021-06-25,[]
1021,Tití Me Preguntó,Bad Bunny,1IHWl5LamUGEuP4ozKQSXZ,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
1022,Running Up That Hill (A Deal with God),Kate Bush,1PtQJZVZIdWIYdARpZRDFO,1985-09-16,"['art pop', 'baroque pop', 'art rock']"
1023,We Don't Talk About Bruno,Carolina Gaitán & Adassa & Rhenzy Feliz & Diane Guerrero & Stephanie Beatriz & Encanto,52xJxFP6TqMuO4Yt0eOkMz,2021-11-19,[]
1024,Late Night Talking,Harry Styles,1qEmFfgcLObUfQm0j1W2CK,2022-05-20,[]
1025,I Like You (A Happier Song),Post Malone,0O6u0VJ46W86TxN9wgyqDj,2022-06-03,[]
1026,You Proof,Morgan Wallen,5W4kiM2cUYBJXKRudNyxjW,2023-03-03,['country']
1027,Bad Habit,Steve Lacy,4k6Uh1HXdhtusDW5y8Gbvy,2022-07-15,[]
1028,Sunroof,Nicky Youre,5YqEzk3C5c3UZ1D5fJUlXA,2023-06-09,[]
1029,One Right Now,Post Malone & the Weeknd,1nltpRhEiXikwDlVn4UADk,2022-06-03,[]
1030,Good 4 U,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,2021-05-21,[]
1031,Numb Little Bug,Em Beihold,3o9kpgkIcffx0iSwxhuNI2,2022-01-28,[]
1032,Jimmy Cooks,Drake,3F5CgOj3wFlRv51JsHbxhe,2022-06-17,['rap']
1033,'Til You Can't,Cody Johnson,4k3lPl8YTKuY8c1HelVnm3,2021-10-08,"['texas country', 'country', 'red dirt']"
1034,Fancy Like,Walker Hayes,58UKC45GPNTflCN6nwCUeF,2022-01-21,['country']
1035,The Kind of Love We Make,Luke Combs,48UKTR66uUOT9LaUvooTNx,2022-06-24,['country']
1036,I Ain't Worried,OneRepublic,4h9wh7iOZ0GGn8QVp4RAOB,2022-05-13,['soft pop']
1037,Break My Soul,Beyoncé,5pyoxDZ1PX0KxBxiRVxA4U,2022-07-29,[]
1038,Something in the Orange,Zach Bryan,3WMj8moIAXJhHsyLaqIIHI,2022-04-22,"['country', 'red dirt']"
1039,Save Your Tears,The Weeknd & Ariana Grande,1oFAF1hdPOickyHgbuRjyX,2020-03-20,[]
1040,Smokin out the Window,Silk Sonic & Bruno Mars & Anderson .Paak,3xVZYkcuWalGudeKl861wb,2021-11-11,[]
1041,Levitating,Dua Lipa,5nujrmhLynf4yMoMtj8AQF,2020-03-27,['pop']
1042,In a Minute,Lil Baby,31lopd32BkJBTSgYE16c5e,2022-10-14,[]
1043,Moscow Mule,Bad Bunny,6Xom58OOXk2SoU711L2IXO,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
1044,You Right,Doja Cat & the Weeknd,0k4d5YPDr1r7FX77VdqWez,2021-06-25,[]
1045,She Had Me at Heads Carolina,Cole Swindell,200x8ONbPfFzByUr3fVz46,2022-04-08,"['country', 'acoustic country']"
1046,Vegas,Doja Cat,0hquQWY3xvYqN4qtiquniF,2022-05-06,[]
1047,Pushin P,Gunna & Future,3XOalgusokruzA5ZBA2Qcb,2022-01-13,['melodic rap']
1048,Buy Dirt,Jordan Davis & Luke Bryan,69AIpwGNLxr4qS1X5ynx60,2021-05-21,['country']
1049,I Hate U,SZA,2aJnyNu4PQxQ2lyj5boiMG,2022-12-09,['r&b']
1050,Boyfriend,Dove Cameron,59CfNbkERJ3NoTXDvoURjj,2022-02-11,[]
1051,Glimpse of Us,Joji,2mlNgAeIBnL78ZriXgrRHz,2022-11-04,[]
1052,Surface Pressure,Jessica Darrow,760jhRscwGbIIe1m1IIQpU,2021-11-19,[]
1053,Fall in Love,Bailey Zimmerman,0rCFRyEy4WXjRXNpO80Dzs,2023-01-11,['country']
1054,Love Nwantiti (Ah Ah Ah),CKay,2Xr1dTzJee307rmrkt8c0g,2019-08-30,"['afrobeats', 'afrobeat', 'afropop']"
1055,Super Freaky Girl,Nicki Minaj,4C6Uex2ILwJi9sZXRdmqXp,2022-08-12,[]
1056,Hrs and Hrs,Muni Long,3ncmoWTwJgx63LwMTyBCXf,2022-09-23,[]
1057,Sand in My Boots,Morgan Wallen,0uRrG2jRR5tuifsYIJHEao,2021-01-08,['country']
1058,Mamiii,Becky G & Karol G,7FlQk2gJ6TBrHHiidvdR2O,2022-05-13,"['reggaeton', 'latin']"
1059,Knife Talk,Drake,2BcMwX1MPV6ZHP4tUT9uq6,2021-09-03,['rap']
1060,AA,Walker Hayes,6aIrXGmaFqPafbYgxbMUsj,2022-01-21,['country']
1061,Sweetest Pie,Megan Thee Stallion & Dua Lipa,7mFj0LlWtEJaEigguaWqYh,2022-03-11,[]
1062,Provenza,Karol G,3HqcNJdZ2seoGxhn0wVNDK,2023-02-24,"['reggaeton', 'latin', 'urbano latino']"
1063,Essence,Wizkid,5FG7Tl93LdH117jEKYl3Cm,2020-10-29,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'afroswing', 'afropiano']"
1064,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,1994-10-28,['christmas']
1065,Bam Bam,Camila Cabello,0QBzMgT7NIeoCYy3sJCof1,2022-03-04,[]
1066,5 Foot 9,Tyler Hubbard,6AqwH2Y9FJwhUE2dCSkw1u,2022-05-20,['country']
1067,Get Into It (Yuh),Doja Cat,0W6I02J9xcqK8MtSeosEXb,2021-06-25,[]
1068,Efecto,Bad Bunny,5Eax0qFko2dh7Rl2lYs3bx,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
1069,Rock and a Hard Place,Bailey Zimmerman,1TE8AAk9koG0UJco6ZAUfx,2023-01-11,['country']
1070,Doin' This,Luke Combs,6TpyujRefwsflWFXbmjVpj,2022-06-24,['country']
1071,Oh My God,Adele,3Kkjo3cT83cw09VJyrLNwX,2021-11-19,['soft pop']
1072,Better Days,Neiked & Mae Muller & Polo G,6f5ExP43esnvdKPddwKXJH,2021-09-24,[]
1073,Meet Me at Our Spot,The Anxiety & Willow & Tyler Cole,07MDkzWARZaLEdKxo6yArG,2020-03-13,[]
1074,Fingers Crossed,Lauren Spencer-Smith,4wH7ZoqgETaACS9BlUkvuY,2023-07-14,[]
1075,All Too Well (Taylor's Version),Taylor Swift,5enxwA8aAbwZbf5qCHORXi,2021-11-12,[]
1076,Party,Bad Bunny & Rauw Alejandro,4tYFy8ALRjIZvnvSLw5lxN,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
1077,Después de la Playa,Bad Bunny,1dm6z1fWB0cErMszU25dy2,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
1078,You Should Probably Leave,Chris Stapleton,2UikqkwBv7aIvlixeVXHWt,2020-11-13,['country']
1079,Rockin' Around the Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,1964-10-19,['christmas']
1080,Broadway Girls,Lil Durk,7qTaDOcld0VmBWXnkbUj45,2022-03-10,['drill']
1081,Take My Name,Parmalee,7g0Zfd5J6Hzx9M2fRUMuba,2021-07-30,['country']
1082,What Happened to Virgil,Lil Durk,7ohROa13QK43JBRqfCmz4P,2022-03-11,['drill']
1083,Puffin on Zootiez,Future,1qMMYpVatbRITKCfq1gasi,2022-04-29,['rap']
1084,Like I Love Country Music,Kane Brown,3j1xkzTW8owIphkWV51V9s,2022-05-06,"['country', 'pop country']"
1085,Jingle Bell Rock,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya,1957-12-02,['christmas']
1086,Ojitos Lindos,Bad Bunny & Bomba Estéreo,3k3NWokhRRkEPhCzPmV8TW,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
1087,Trouble with a Heartbreak,Jason Aldean,0P9c1rdCeGAkCeS425KbI5,2022-04-22,"['country', 'acoustic country']"
1088,A Holly Jolly Christmas,Burl Ives,77khP2fIVhSW23NwxrRluh,1965-10-01,['christmas']
1089,Kiss Me More,Doja Cat,3DarAbFujv6eYNliUTyqtz,2021-06-25,[]
1090,She Likes It,Russell Dickerson,6VVqPBFZIbcmv14zNfOc13,2021-11-05,['country']
1091,Never Say Never,Cole Swindell & Lainey Wilson,3iYEsBl8NBq1o1j5uY2Noe,2022-04-08,"['country', 'acoustic country']"
1092,Damn Strait,Scotty McCreery,0gNrujgnSfw4LuSvd0Jbs6,2021-09-17,"['country', 'acoustic country']"
1093,She's All I Wanna Be,Tate McRae,7l9IqDtVWJurTvkQHq1BGh,2022-05-27,[]
1094,Last Night Lonely,Jon Pardi,0k11c8vwyeNSGQex6UMa1v,2022-09-02,"['country', 'acoustic country']"
1095,Flower Shops,Ernest,1DbZAffh8GGwW41Q3AU8iC,2022-03-11,['country']
1096,To the Moon,Jnr Choi,5vUnjhBzRJJIAOJPde6zDx,2021-11-06,[]
1097,Unholy,Sam Smith & Kim Petras,3nqQXoyQOWXiESFLlDF1hG,2022-09-22,['soft pop']
1098,One Mississippi,Kane Brown,4FdPnT2cFrpWCmWZd7GXc3,2021-08-20,"['country', 'pop country']"
